url,cp,prix,etg,asc,ter,park,maj,ref,disp,gar,transp,prox,surf,const,toil,toil_sep,sdb,meuble,rang,chauf,cuis,gard,ent,calme,piece,descr,hon,tel,score_gen,nb_votes,date_last_vote,score_shop,score_rest,score_rep,score_transp,score_cult,score_neigh,score_safe,score_clean,score_calm,score_price,score_green,score_traf,score_air,score_park
http://www.seloger.com/annonces/locations/appartement/paris-17eme-75/ternes-maillot/83065063.htm,75017,2 930 ,rdc,N.C,non,N.C,30 / 10 / 2013,6,01 / 01 / 2014,2580 €,"metro_paris:Monceau,Ternes",Métro,105 m²,,,,2,,,,,,oui,oui,5,"Dans immeuble Pierre de taille, appartement rez-de-chaussée sur rue et cour, dans rue calme entre Place des Ternes et Parc Monceau, entrée, séjour sur rue, salle à manger sur cour, 3 chambres, 2 salle de bains, chauffage et eau chaude collective, parquets, moulures, cheminées.",1806 €,01 42 60 20 75,Très agréable,36,01/10/2013,4,4,4,4,3,4,4,3,4,3,4,3,3,3
http://www.seloger.com/annonces/locations/appartement/paris-16eme-75/81681999.htm,75016,2 550 ,2,oui,non,N.C,14 / 11 / 2013,227 b,,,"metro_paris:La Muette,Passy",La muette/passy,118 m²,,1,,,,,,équipée,oui,oui,oui,4,"Quartier ""PASSY-LA MUETTE"" au 2ème étage avec ascenseur d'un immeuble de standing, un bel appartement de 4 pièces se composant d'un grand séjour 40 m², une salle à manger pouvant servir de chambre, deux chambres, une salle d'eau avec WC et une salle de bains avec WC, une cuisine équipée. Entrée de service. Gardien. Clair et calme, soleil. Proximité transports en commun. Possibilité emplacement de parking.",2550 €,01 45 66 80 31,Très agréable,45,26/10/2013,4,3,4,4,4,4,4,4,4,3,4,3,4,3
http://www.seloger.com/annonces/locations/appartement/paris-17eme-75/courcelles-wagram/83063981.htm,75017,2 730 ,rdc,oui,non,N.C,15 / 11 / 2013,THEODULE RIBOT,01 / 01 / 2014,,"metro_paris:Courcelles,Ternes",Ternes courcelles,110 m²,1900,2,,2,,,central,séparée,,,,5,"Métro Courcelles Ternes- rue Théodule ribot. Au rez-de-chaussée d'un bel immeuble pierre de taille, appartement de charme 5 pièces, 3 chambres, cuisine indépendante aménagée, 2 salles de bains, 2wc. Parquet, moulures, cheminées. Belle hauteur sous plafond. Eau chaude et chauffage inclus dans le loyer
Honoraires 1 mois de loyer hors taxe + 300E rédaction d'acte.",1465 €,01 47 54 60 30,Très agréable,36,01/10/2013,4,4,4,4,3,4,4,3,4,3,4,3,3,3
http://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/82427949.htm,75007,2 930 ,4,oui,non,2,15 / 11 / 2013,A0818-141,,,,,83 m²,,2,oui,,,,,,oui,,oui,4,"Résidence récente rue très calme belles prestations appartement avec cave et parking gardien quartier commerçant Passage Landrieu, bel appartement comprenant: entrée, séjour, cuisine, 3 chambres, 2 salles bains, 2 WC et Balcon 7 m². Cave et parking double compris.","1932,00 €",0825 16 75 75(prix d'un appel local),Exceptionnelle,14,01/05/2013,4,4,5,4,3,4,4,5,4,2,4,4,4,3
http://www.seloger.com/annonces/locations/appartement/paris-4eme-75/83393549.htm,75004,2 945 ,6,oui,non,N.C,12 / 11 / 2013,SVAV-518,,5600 €,,,85 m²,,2,oui,,oui,,gaz,séparée,,,,5,"Magnifique Duplex meublé de 85 M² au coeur du Marais, entièrement refait à neuf avec des prestations de grande qualité.
Le séjour est plein Sud sur rue calme et arborée aux 5ème et 6ème étages dans un immeuble pierre de taille, très beau mobilier moderne, parquet, moulures et cheminée.
Cet appartement est composé au 5ème étage d'une entrée, d'un séjour double avec 3 porte fenêtres donnant sur un grand balcon filant, une cuisine indépendante entièrement équipée, une chambre et une salle de bain avec baignoire, lavabo et WC et au 6ème et dernier étage un bureau, une chambre une salle d'eau avec douche et lavabo et un WC séparé.
Nombreux rangements Possibilité de parking à proximité
 Ce bien vous est proposé par Catherine Tarrisse joignable au.",2945 €,06 63 19 60 30,Séduisante,15,29/10/2013,4,4,4,4,4,3,3,3,3,3,3,3,3,2
http://www.seloger.com/annonces/locations/appartement/paris-4eme-75/83179645.htm,75004,2 945 ,5,oui,non,N.C,14 / 11 / 2013,St Paul - Trésor,,,,,85 m²,,2,,,oui,,,équipée,,,oui,3,"Au coeur du Marais, dans une rue tranquille et arborée, aux 5ème et 6ème étages dans un immeuble pierre de taille, cet appartement en duplex se compose d'une entrée, un séjour double donnant sur un grand balcon, une cuisine équipée, deux chambres, une salle de bain, une salle de douche. Parquet, cheminée. Meubles modernes. Très calme et ensoleillé.",,01 47 20 30 05,Séduisante,15,29/10/2013,4,4,4,4,4,3,3,3,3,3,3,3,3,2
http://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/79239127.htm,75007,2 950 ,5,oui,N.C,N.C,14 / 11 / 2013,01042,,2750 €,,Jardin et parc,70 m²,1900,1,,,,oui,individuel...,séparée,,oui,,2,Tour Eiffel rue de Montessuy dans un immeuble pierre de taille de standing au 5ème étage ascenseur avec vue Tour Eiffel très bel appartement composé d'une entrée d'un double living avec salle à manger attenante à un balcon filant chambre avec placards salle de bains possibilité de location meublée cuisine indépendante suréquipée avec larges fenêtres libre directe visites.,3289 €,06 07 02 92 42,Exceptionnelle,14,01/05/2013,4,4,5,4,3,4,4,5,4,2,4,4,4,3
http://www.seloger.com/annonces/locations/appartement/paris-17eme-75/courcelles-wagram/81457311.htm,75017,2 950 ,6,oui,N.C,N.C,15 / 11 / 2013,1918,,2700 €,metro_paris:Wagram,Wagram,107 m²,,1,,,,oui,central,,,oui,oui,3,"Wagram/Rue Ampère- 3Pièces Dans un bel immeuble, au 6ème étage avec ascenseur, appartement 3pièces refait entièrement à neuf composé d'une entrée, un séjour de 30 m² environ, deux chambres, une cuisine aménagée, placards, une salle de bains et un WC séparé. Une cave. Clair et calme. Disponible immédiatement. Honoraires de location: 2950euros cc TTC + Frais d'actes 183euros.",3133 €,01 47 64 90 06,Très agréable,36,01/10/2013,4,4,4,4,3,4,4,3,4,3,4,3,3,3
http://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/79599121.htm,75016,2 950 ,4,oui,non,0,15 / 11 / 2013,452A,,5900 €,metro_paris:Porte Dauphine (Marechal de Lattre de Tassigny),Porte dauphine,102 m²,,1,oui,,oui,,radiateur,coin...,,oui,,3,"RUE LALO - Dans un immeuble ancien des années 30, au 4ème étage avec ascenseur, appartement meublé comprenant: entrée, double séjour (avec parquet), cuisine séparée, 2 chambres, 1 salle de bains, 1 salle de douches, dressing, WC séparés. Chauffage et eau chaude collectifs.",3528.2 €,01 40 56 98 61,Très agréable,45,26/10/2013,4,3,4,4,4,4,4,4,4,3,4,3,4,3
http://www.seloger.com/annonces/locations/appartement/paris-3eme-75/archives/80450091.htm,75003,2 950 ,1,non,non,0,15 / 11 / 2013,V0377,,,,,77 m²,,,,,,,,,,oui,,3,"Rue Elzévir, dans un superbe Hôtel particulier, bel appartement meublé composé d'une entrée, d'une double living sur rue avec parquet et belle hauteur sous plafond, d'un bureau, d'une chambre, d'une cuisine moderne équipée, d'une salle de bains avec douche et baignoire, et d'un WC séparé. Appartement meublé en parfait état. Loyer CC: 2.950 euros / mois - Dépôt de garantie: 5.400 euros - Honoraires: 3.875 euros TTC - AGENCE VILLARET MARAIS.",3875 €,01 42 78 17 78,Exceptionnelle,6,09/10/2013,4,4,4,5,3,3,4,3,3,2,2,3,3,2
